Date,Ticker,Sector,Open,High,Low,Close,Volume,Daily_Return,MA_20,MA_50,Volatility_20d,Price_Range,Year,Month,Month_Name,Quarter,DayOfWeek,Cum_Return
2022-05-18,JPM,Finance,133.7842,134.0498,133.1262,133.4604,3618355,-3.0232,139.6682,130.6168,1.9911,0.9236,2022,5,May,2,Wednesday,-4.6711
2022-05-19,JPM,Finance,133.4769,135.8835,132.1124,134.0401,2270071,0.4344,139.706,130.9775,1.9033,3.7711,2022,5,May,2,Thursday,-4.2571
2022-05-20,JPM,Finance,133.1244,133.9564,132.7614,133.5002,4731562,-0.4028,139.5597,131.2636,1.8252,1.195,2022,5,May,2,Friday,-4.6427
2022-05-23,JPM,Finance,131.6871,133.2485,130.8063,131.022,4070340,-1.8563,139.2022,131.4807,1.8359,2.4422,2022,5,May,2,Monday,-6.4129
2022-05-24,JPM,Finance,126.6895,127.7201,125.7429,127.3162,4286043,-2.8284,138.4904,131.5856,1.8067,1.9772,2022,5,May,2,Tuesday,-9.0599
2022-05-25,JPM,Finance,126.5392,127.3546,125.3935,127.3363,5051517,0.0158,137.771,131.6847,1.8049,1.9611,2022,5,May,2,Wednesday,-9.0455
2022-05-26,JPM,Finance,129.3805,131.3208,128.3176,129.4869,4611280,1.6889,137.0813,131.7979,1.8373,3.0032,2022,5,May,2,Thursday,-7.5094
2022-05-27,JPM,Finance,130.0152,131.2785,129.6959,130.8134,5354347,1.0244,136.5387,131.9705,1.8608,1.5826,2022,5,May,2,Friday,-6.5619
2022-05-30,JPM,Finance,131.4583,132.087,129.3327,130.9788,2962781,0.1264,135.9671,132.1647,1.8527,2.7543,2022,5,May,2,Monday,-6.4437
2022-05-31,JPM,Finance,132.5625,132.9093,131.6481,132.0843,3342900,0.844,135.2877,132.3658,1.7684,1.2612,2022,5,May,2,Tuesday,-5.6541
2022-06-01,JPM,Finance,131.5539,132.2248,130.9544,132.0628,2055124,-0.0163,134.678,132.5516,1.7672,1.2704,2022,6,Jun,2,Wednesday,-5.6694
2022-06-02,JPM,Finance,128.3624,129.0719,128.0306,128.8926,4025039,-2.4005,134.0132,132.6521,1.8089,1.0413,2022,6,Jun,2,Thursday,-7.9339
2022-06-03,JPM,Finance,125.0214,127.775,124.7079,125.8178,9837126,-2.3856,133.1808,132.644,1.8502,3.0671,2022,6,Jun,2,Friday,-10.1301
2022-06-06,JPM,Finance,126.2773,127.0297,125.4133,125.421,5475463,-0.3154,132.3539,132.6883,1.8505,1.6164,2022,6,Jun,2,Monday,-10.4136
2022-06-07,JPM,Finance,126.039,127.0292,123.9574,125.1161,2440364,-0.2431,131.7861,132.7667,1.6839,3.0718,2022,6,Jun,2,Tuesday,-10.6314
2022-06-08,JPM,Finance,125.9826,128.6834,125.2914,126.9636,3814114,1.4766,131.3613,132.8718,1.7339,3.392,2022,6,Jun,2,Wednesday,-9.3117
2022-06-09,JPM,Finance,128.5142,129.0987,127.9557,128.6363,3005557,1.3175,130.8202,133.0396,1.606,1.143,2022,6,Jun,2,Thursday,-8.1169
2022-06-10,JPM,Finance,129.2423,130.207,128.929,129.9982,7363443,1.0587,130.498,133.0958,1.5802,1.278,2022,6,Jun,2,Friday,-7.1441
2022-06-13,JPM,Finance,121.532,122.0936,121.5268,121.6179,4006141,-6.4465,129.6093,132.9613,2.0088,0.5668,2022,6,Jun,2,Monday,-13.1301
2022-06-14,JPM,Finance,117.9608,118.8418,117.7296,118.7999,6167003,-2.3171,128.6682,132.7732,2.039,1.1122,2022,6,Jun,2,Tuesday,-15.1429
2022-06-15,JPM,Finance,118.8069,121.2984,118.4466,119.6677,5051517,0.7305,127.9786,132.624,1.9872,2.8518,2022,6,Jun,2,Wednesday,-14.5231
2022-06-16,JPM,Finance,120.4143,120.8671,120.1224,120.772,1608940,0.9228,127.3152,132.517,2.0025,0.7447,2022,6,Jun,2,Thursday,-13.7343
2022-06-17,JPM,Finance,116.7075,118.6257,115.9011,115.9043,3845902,-4.0305,126.4354,132.3106,2.152,2.7246,2022,6,Jun,2,Friday,-17.2112
2022-06-20,JPM,Finance,113.9339,114.8424,113.2346,114.2951,6885500,-1.3884,125.5991,132.0664,2.141,1.6078,2022,6,Jun,2,Monday,-18.3606
2022-06-21,JPM,Finance,112.6971,113.9549,111.9749,112.9867,5051517,-1.1448,124.8826,131.8149,2.0835,1.98,2022,6,Jun,2,Tuesday,-19.2952
2022-06-22,JPM,Finance,112.3572,114.3772,112.3563,113.2479,2252592,0.2312,124.1782,131.5796,2.0873,2.0209,2022,6,Jun,2,Wednesday,-19.1086
2022-06-23,JPM,Finance,111.5409,112.3324,110.873,111.7352,5880377,-1.3357,123.2906,131.2561,2.0241,1.4594,2022,6,Jun,2,Thursday,-20.1891
2022-06-24,JPM,Finance,110.8249,111.8959,110.3361,111.6963,3401884,-0.0348,122.3347,130.8709,1.9898,1.5598,2022,6,Jun,2,Friday,-20.2169
2022-06-27,JPM,Finance,110.8025,112.1586,110.4962,111.33,4376127,-0.3279,121.3523,130.4663,1.9816,1.6624,2022,6,Jun,2,Monday,-20.4786
2022-06-28,JPM,Finance,111.8816,112.2181,110.6572,111.0622,7315705,-0.2405,120.3012,130.1156,1.9491,1.5609,2022,6,Jun,2,Tuesday,-20.6699
2022-06-29,JPM,Finance,109.0056,110.3697,108.7105,109.7429,8924242,-1.1879,119.1852,129.7142,1.9405,1.6592,2022,6,Jun,2,Wednesday,-21.6122
2022-06-30,JPM,Finance,108.146,109.738,107.8746,108.5838,5910162,-1.0562,118.1697,129.2202,1.909,1.8634,2022,6,Jun,2,Thursday,-22.4401
2022-07-01,JPM,Finance,107.3983,107.6149,106.2283,106.6222,2367510,-1.8065,117.21,128.6241,1.8885,1.3866,2022,7,Jul,3,Friday,-23.8413
2022-07-04,JPM,Finance,106.4574,107.7117,105.6766,107.3431,4104355,0.6761,116.3061,128.0075,1.9149,2.0351,2022,7,Jul,3,Monday,-23.3264
2022-07-05,JPM,Finance,108.0984,108.5216,107.7139,108.4175,4795761,1.0009,115.4711,127.3448,1.9523,0.8077,2022,7,Jul,3,Tuesday,-22.5589
2022-07-06,JPM,Finance,106.7949,107.5172,106.1508,107.0297,4586937,-1.2801,114.4744,126.6509,1.8872,1.3664,2022,7,Jul,3,Wednesday,-23.5502
2022-07-07,JPM,Finance,109.4063,110.7792,108.4073,109.8286,5714495,2.6151,113.5341,125.9819,1.9848,2.3719,2022,7,Jul,3,Thursday,-21.551
2022-07-08,JPM,Finance,108.8272,110.7253,108.5715,109.2742,4765451,-0.5048,112.4979,125.3341,1.9393,2.1538,2022,7,Jul,3,Friday,-21.947
2022-07-11,JPM,Finance,112.6681,114.5965,110.9614,112.1495,2824820,2.6313,112.0244,124.7288,1.5905,3.6351,2022,7,Jul,3,Monday,-19.8932
2022-07-12,JPM,Finance,110.301,111.5157,109.6362,110.9589,21596182,-1.0616,111.6324,124.0345,1.5344,1.8795,2022,7,Jul,3,Tuesday,-20.7436
2022-07-13,JPM,Finance,106.367,108.2686,105.0736,107.1695,5724153,-3.4151,111.0075,123.2928,1.6586,3.195,2022,7,Jul,3,Wednesday,-23.4504
2022-07-14,JPM,Finance,108.0699,108.8608,106.8265,107.9344,7041116,0.7137,110.3656,122.6077,1.6496,2.0343,2022,7,Jul,3,Thursday,-22.904
2022-07-15,JPM,Finance,108.3999,110.3705,107.0476,108.4228,3357281,0.4525,109.9915,121.9269,1.443,3.3229,2022,7,Jul,3,Friday,-22.5551
2022-07-18,JPM,Finance,109.2269,110.9848,108.4179,108.5188,4739864,0.0885,109.7027,121.258,1.4233,2.5669,2022,7,Jul,3,Monday,-22.4866
2022-07-19,JPM,Finance,107.9779,109.0322,107.0318,107.3665,4203871,-1.0618,109.4217,120.676,1.4206,2.0004,2022,7,Jul,3,Tuesday,-23.3096
2022-07-20,JPM,Finance,107.6229,107.9765,105.3421,107.3356,8826537,-0.0288,109.1261,120.1135,1.4172,2.6344,2022,7,Jul,3,Wednesday,-23.3317
2022-07-21,JPM,Finance,106.4928,107.2521,105.052,106.4349,10892028,-0.8391,108.8611,119.453,1.4016,2.2001,2022,7,Jul,3,Thursday,-23.9751
2022-07-22,JPM,Finance,106.7568,107.3714,105.8191,105.9198,5049353,-0.484,108.5722,118.8425,1.4019,1.5523,2022,7,Jul,3,Friday,-24.343
2022-07-25,JPM,Finance,107.8638,107.9854,107.1013,107.467,5643946,1.4607,108.3791,118.2041,1.4532,0.8841,2022,7,Jul,3,Monday,-23.2379
2022-07-26,JPM,Finance,106.9273,107.9728,105.535,107.8358,5090983,0.3432,108.2178,117.6084,1.4574,2.4378,2022,7,Jul,3,Tuesday,-22.9744
2022-07-27,JPM,Finance,108.7639,109.6514,108.6511,108.9863,4226338,1.0669,108.1799,117.1189,1.4591,1.0003,2022,7,Jul,3,Wednesday,-22.1526
2022-07-28,JPM,Finance,108.389,108.8589,108.3643,108.5894,4971558,-0.3642,108.1802,116.6099,1.4414,0.4946,2022,7,Jul,3,Thursday,-22.4361
2022-07-29,JPM,Finance,108.3512,108.82,107.8568,107.9906,3085580,-0.5514,108.2486,116.0997,1.3844,0.9632,2022,7,Jul,3,Friday,-22.8639
2022-08-01,JPM,Finance,106.4618,108.1716,105.8604,105.9054,3264962,-1.9309,108.1768,115.5973,1.446,2.3112,2022,8,Aug,3,Monday,-24.3533
2022-08-02,JPM,Finance,105.9433,106.7036,103.9734,105.271,4521837,-0.599,108.0194,115.1564,1.4285,2.7302,2022,8,Aug,3,Tuesday,-24.8064
2022-08-03,JPM,Finance,99.9763,101.2609,98.9373,99.3591,1693213,-5.6159,107.6359,114.5969,1.8714,2.3236,2022,8,Aug,3,Wednesday,-29.0292
2022-08-04,JPM,Finance,98.9103,99.6467,96.8906,98.3919,9996405,-0.9734,107.0641,113.975,1.739,2.7561,2022,8,Aug,3,Thursday,-29.7201
2022-08-05,JPM,Finance,97.6322,98.5853,96.8521,98.2845,6923095,-0.1092,106.5146,113.3244,1.7416,1.7332,2022,8,Aug,3,Friday,-29.7968
2022-08-08,JPM,Finance,98.6681,99.437,97.3948,99.2558,6052651,0.9883,105.8699,112.6899,1.62,2.0422,2022,8,Aug,3,Monday,-29.103
2022-08-09,JPM,Finance,99.265,101.1897,98.4367,98.8322,6859724,-0.4268,105.2636,112.0249,1.6166,2.753,2022,8,Aug,3,Tuesday,-29.4056
2022-08-10,JPM,Finance,99.8886,100.2923,99.1079,99.446,4864126,0.6211,104.8774,111.3726,1.4888,1.1844,2022,8,Aug,3,Wednesday,-28.9671
2022-08-11,JPM,Finance,95.567,95.9005,95.5133,95.7907,3920555,-3.6757,104.2702,110.7105,1.6379,0.3872,2022,8,Aug,3,Thursday,-31.5781
2022-08-12,JPM,Finance,95.2441,95.9021,94.8354,95.7269,2221710,-0.0666,103.6354,110.1087,1.6247,1.0667,2022,8,Aug,3,Friday,-31.6236
2022-08-15,JPM,Finance,93.7573,94.1955,92.4188,93.0225,5252156,-2.8251,102.8606,109.4607,1.6884,1.7767,2022,8,Aug,3,Monday,-33.5554
2022-08-16,JPM,Finance,90.749,91.718,90.2473,91.1396,6399414,-2.0241,102.0492,108.7812,1.7112,1.4707,2022,8,Aug,3,Tuesday,-34.9003
2022-08-17,JPM,Finance,90.9882,91.2568,90.1919,90.877,4828746,-0.2881,101.2263,108.0595,1.706,1.0649,2022,8,Aug,3,Wednesday,-35.0879
2022-08-18,JPM,Finance,93.0264,93.1387,92.1705,92.8759,11055054,2.1996,100.5484,107.3443,1.8342,0.9682,2022,8,Aug,3,Thursday,-33.6601
2022-08-19,JPM,Finance,94.0934,94.0976,93.1675,93.4899,3692253,0.6611,99.9269,106.6141,1.8578,0.9301,2022,8,Aug,3,Friday,-33.2215
2022-08-22,JPM,Finance,94.1079,95.9869,93.2249,93.5469,5334252,0.061,99.2309,106.0527,1.8013,2.762,2022,8,Aug,3,Monday,-33.1808
2022-08-23,JPM,Finance,93.611,93.8739,91.9312,93.5439,4232635,-0.0032,98.5163,105.5476,1.7927,1.9427,2022,8,Aug,3,Tuesday,-33.1829
2022-08-24,JPM,Finance,92.0127,93.3133,91.8682,92.4371,6437931,-1.1832,97.6888,105.003,1.7464,1.4451,2022,8,Aug,3,Wednesday,-33.9735
2022-08-25,JPM,Finance,91.294,92.1028,90.897,91.61,2873340,-0.8948,96.8398,104.4197,1.7434,1.2058,2022,8,Aug,3,Thursday,-34.5643
2022-08-26,JPM,Finance,92.1101,92.8947,89.5334,92.3031,7397114,0.7566,96.0555,103.9477,1.7787,3.3613,2022,8,Aug,3,Friday,-34.0692
2022-08-29,JPM,Finance,90.7527,91.3431,89.9844,90.1569,11153833,-2.3252,95.268,103.4649,1.7944,1.3587,2022,8,Aug,3,Monday,-35.6022
2022-08-30,JPM,Finance,91.7592,92.0549,91.005,91.0929,2424795,1.0382,94.5591,103.0271,1.8401,1.0499,2022,8,Aug,3,Tuesday,-34.9336
2022-08-31,JPM,Finance,90.4133,90.905,90.2909,90.5186,4702906,-0.6305,94.1171,102.5725,1.4322,0.6141,2022,8,Aug,3,Wednesday,-35.3439
2022-09-01,JPM,Finance,91.3361,92.586,90.5857,91.8162,4872375,1.4335,93.7883,102.1741,1.4865,2.0003,2022,9,Sep,3,Thursday,-34.417
2022-09-02,JPM,Finance,93.7966,94.592,92.2648,93.3439,13466951,1.6639,93.5413,101.807,1.552,2.3272,2022,9,Sep,3,Friday,-33.3258
2022-09-05,JPM,Finance,90.4047,92.0619,89.281,90.7169,13868376,-2.8143,93.1144,101.3948,1.6241,2.7809,2022,9,Sep,3,Monday,-35.2022
2022-09-06,JPM,Finance,89.5451,89.8891,89.4719,89.8473,5508618,-0.9586,92.6651,100.9705,1.6283,0.4172,2022,9,Sep,3,Tuesday,-35.8234
2022-09-07,JPM,Finance,88.7206,89.7688,87.4012,88.5675,10607320,-1.4244,92.1212,100.547,1.6209,2.3676,2022,9,Sep,3,Wednesday,-36.7375
2022-09-08,JPM,Finance,85.7497,85.9302,84.8286,85.8647,4920192,-3.0517,91.6249,100.0926,1.5628,1.1016,2022,9,Sep,3,Thursday,-38.6681
2022-09-09,JPM,Finance,84.5979,84.7843,84.2786,84.3833,4036448,-1.7253,91.0577,99.6478,1.5806,0.5057,2022,9,Sep,3,Friday,-39.7262
2022-09-12,JPM,Finance,88.4358,88.8659,86.6678,87.9106,14564383,4.1801,90.8021,99.2592,1.8231,2.1981,2022,9,Sep,3,Monday,-37.2067
2022-09-13,JPM,Finance,88.3305,90.0949,87.0159,88.8479,4095556,1.0662,90.6875,98.8678,1.797,3.079,2022,9,Sep,3,Tuesday,-36.5372
2022-09-14,JPM,Finance,91.2101,92.6649,90.3348,91.7704,5711493,3.2893,90.7322,98.5626,1.9501,2.3301,2022,9,Sep,3,Wednesday,-34.4497
2022-09-15,JPM,Finance,93.322,93.8262,92.6272,93.0915,5195559,1.4396,90.743,98.2278,1.9134,1.199,2022,9,Sep,3,Thursday,-33.5061
2022-09-16,JPM,Finance,92.6205,94.0405,91.6929,91.9454,5410920,-1.2312,90.6658,97.8813,1.9272,2.3476,2022,9,Sep,3,Friday,-34.3247
2022-09-19,JPM,Finance,91.7873,92.2006,90.8316,91.3762,7177657,-0.6191,90.5572,97.4658,1.9309,1.369,2022,9,Sep,3,Monday,-34.7313
2022-09-20,JPM,Finance,91.8881,93.109,91.008,92.3177,5498057,1.0304,90.4959,97.093,1.9474,2.101,2022,9,Sep,3,Tuesday,-34.0588
2022-09-21,JPM,Finance,92.4018,93.084,90.2011,93.032,4786807,0.7737,90.5256,96.8102,1.9365,2.8829,2022,9,Sep,3,Wednesday,-33.5486
2022-09-22,JPM,Finance,91.8743,92.8482,91.5977,92.1468,6014627,-0.9515,90.5525,96.4945,1.938,1.2505,2022,9,Sep,3,Thursday,-34.1809
2022-09-23,JPM,Finance,89.5948,90.0477,89.4436,89.8091,1808070,-2.5369,90.4278,96.1222,2.013,0.6041,2022,9,Sep,3,Friday,-35.8506
2022-09-26,JPM,Finance,94.1231,95.1258,93.8726,94.8556,8143117,5.6191,90.6627,95.8489,2.3155,1.2532,2022,9,Sep,3,Monday,-32.246
2022-09-27,JPM,Finance,94.7451,95.5491,93.3027,94.6565,4213591,-0.2099,90.8409,95.5947,2.3108,2.2464,2022,9,Sep,3,Tuesday,-32.3882
2022-09-28,JPM,Finance,94.1623,95.4332,93.4882,94.1607,5523993,-0.5238,91.023,95.3312,2.3089,1.945,2022,9,Sep,3,Wednesday,-32.7424
2022-09-29,JPM,Finance,94.2745,95.4958,92.9952,94.3704,3009229,0.2227,91.1507,95.0899,2.2913,2.5006,2022,9,Sep,3,Thursday,-32.5926
2022-09-30,JPM,Finance,94.3137,94.4165,93.7198,94.0093,3258899,-0.3826,91.184,94.8517,2.2662,0.6967,2022,9,Sep,3,Friday,-32.8505
2022-10-03,JPM,Finance,93.8105,94.3837,93.4994,94.2336,5588975,0.2386,91.3598,94.5871,2.1629,0.8843,2022,10,Oct,4,Monday,-32.6903
2022-10-04,JPM,Finance,95.538,96.7118,94.1379,96.3236,2694358,2.2179,91.6836,94.3568,2.1889,2.5739,2022,10,Oct,4,Tuesday,-31.1974
2022-10-05,JPM,Finance,96.6098,96.9305,96.0697,96.1485,6574561,-0.1818,92.0627,94.1001,2.1526,0.8608,2022,10,Oct,4,Wednesday,-31.3225
2022-10-06,JPM,Finance,94.5686,95.4695,93.0409,94.2769,5735291,-1.9466,92.4833,93.8138,2.071,2.4286,2022,10,Oct,4,Thursday,-32.6594
2022-10-07,JPM,Finance,94.2523,94.3726,93.6099,94.0461,6361376,-0.2448,92.9664,93.5349,2.0134,0.7627,2022,10,Oct,4,Friday,-32.8242
2022-10-10,JPM,Finance,92.8748,94.368,92.7722,93.3318,2477410,-0.7595,93.2375,93.2835,1.842,1.5958,2022,10,Oct,4,Monday,-33.3344
2022-10-11,JPM,Finance,96.0929,96.8325,95.4879,95.619,9930167,2.4506,93.5761,93.0904,1.8968,1.3446,2022,10,Oct,4,Tuesday,-31.7007
2022-10-12,JPM,Finance,97.0221,97.8742,96.9368,97.5514,6512310,2.0209,93.8651,93.0543,1.814,0.9374,2022,10,Oct,4,Wednesday,-30.3204
2022-10-13,JPM,Finance,103.2382,103.6862,101.901,102.6366,2789418,5.2128,94.3424,93.1392,2.1087,1.7852,2022,10,Oct,4,Thursday,-26.6881
2022-10-14,JPM,Finance,99.9858,100.4412,99.2177,100.4362,3080372,-2.1439,94.7669,93.1822,2.1577,1.2235,2022,10,Oct,4,Friday,-28.2599
2022-10-17,JPM,Finance,98.5923,100.0888,97.0577,98.3732,2855923,-2.054,95.1168,93.1645,2.2186,3.0311,2022,10,Oct,4,Monday,-29.7334
2022-10-18,JPM,Finance,98.653,100.0186,97.8257,98.428,4140171,0.0557,95.4223,93.1565,2.2146,2.1929,2022,10,Oct,4,Tuesday,-29.6943
2022-10-19,JPM,Finance,98.8775,99.8678,98.2729,99.0203,5589825,0.6018,95.7217,93.1479,2.2131,1.5949,2022,10,Oct,4,Wednesday,-29.2712
2022-10-20,JPM,Finance,97.6434,99.0275,97.1344,98.4194,1233324,-0.6068,96.0353,93.2005,2.2039,1.8931,2022,10,Oct,4,Thursday,-29.7004
2022-10-21,JPM,Finance,98.0257,98.1016,97.2026,97.6455,2416106,-0.7863,96.4271,93.2389,2.1161,0.899,2022,10,Oct,4,Friday,-30.2532
2022-10-24,JPM,Finance,97.3217,97.5215,96.5563,96.6908,3522728,-0.9777,96.5189,93.3123,1.7486,0.9652,2022,10,Oct,4,Monday,-30.9351
2022-10-25,JPM,Finance,95.8702,97.1866,95.6014,96.6813,5401961,-0.0098,96.6201,93.4231,1.7472,1.5852,2022,10,Oct,4,Tuesday,-30.9419
2022-10-26,JPM,Finance,92.3002,93.8378,91.7203,92.7941,5542698,-4.0206,96.5518,93.4614,1.9752,2.1175,2022,10,Oct,4,Wednesday,-33.7185
2022-10-27,JPM,Finance,91.8128,92.2774,90.0988,91.0846,2587101,-1.8423,96.3875,93.4256,2.0135,2.1786,2022,10,Oct,4,Thursday,-34.9396
2022-10-28,JPM,Finance,90.2069,90.9011,89.5017,90.1409,3384119,-1.0361,96.1941,93.3586,2.0226,1.3994,2022,10,Oct,4,Friday,-35.6136
2022-10-31,JPM,Finance,92.0532,93.0263,91.2153,92.0184,5444716,2.0829,96.0833,93.3281,2.0843,1.811,2022,10,Oct,4,Monday,-34.2726
2022-11-01,JPM,Finance,90.1249,90.7879,89.6752,90.7729,2027196,-1.3535,95.8058,93.2726,2.0276,1.1127,2022,11,Nov,4,Tuesday,-35.1622
2022-11-02,JPM,Finance,91.6105,92.3854,90.0485,91.0786,3400554,0.3368,95.5523,93.2455,2.0322,2.3369,2022,11,Nov,4,Wednesday,-34.9439
2022-11-03,JPM,Finance,92.0126,92.0743,91.4407,91.4567,11162591,0.4151,95.4113,93.2424,1.9968,0.6336,2022,11,Nov,4,Thursday,-34.6738
2022-11-04,JPM,Finance,93.1117,94.4085,92.5935,93.5021,4756080,2.2365,95.3841,93.2664,2.0654,1.815,2022,11,Nov,4,Friday,-33.2128
2022-11-07,JPM,Finance,95.6801,96.0879,94.3314,95.5371,3312665,2.1764,95.4944,93.374,2.113,1.7565,2022,11,Nov,4,Monday,-31.7592
2022-11-08,JPM,Finance,94.9886,95.6018,94.9364,95.4723,2726633,-0.0678,95.487,93.4616,2.0418,0.6654,2022,11,Nov,4,Tuesday,-31.8055
2022-11-09,JPM,Finance,94.7764,95.295,92.7747,94.7293,8576113,-0.7782,95.3459,93.5458,1.9922,2.5203,2022,11,Nov,4,Wednesday,-32.3362
2022-11-10,JPM,Finance,93.2196,93.726,93.1421,93.6886,4391164,-1.0986,94.8985,93.5832,1.5532,0.5839,2022,11,Nov,4,Thursday,-33.0796
2022-11-11,JPM,Finance,93.0871,94.0764,91.8736,93.3328,4260119,-0.3798,94.5433,93.583,1.5007,2.2028,2022,11,Nov,4,Friday,-33.3337
2022-11-14,JPM,Finance,92.6445,93.6222,92.2941,92.6721,4905255,-0.7079,94.2583,93.6221,1.4498,1.3281,2022,11,Nov,4,Monday,-33.8056
2022-11-15,JPM,Finance,92.8492,93.656,92.3876,93.5721,4253403,0.9712,94.0155,93.6966,1.4755,1.2684,2022,11,Nov,4,Tuesday,-33.1628
2022-11-16,JPM,Finance,94.1948,95.3699,93.6183,94.2688,3657881,0.7446,93.7779,93.8106,1.4801,1.7516,2022,11,Nov,4,Wednesday,-32.6651
2022-11-17,JPM,Finance,95.2394,95.4846,94.7006,95.2455,9648553,1.0361,93.6192,93.9982,1.5038,0.784,2022,11,Nov,4,Thursday,-31.9675
2022-11-18,JPM,Finance,97.7741,98.5683,95.6437,97.3131,9686632,2.1708,93.6026,94.2568,1.5816,2.9246,2022,11,Nov,4,Friday,-30.4906
2022-11-21,JPM,Finance,101.2213,102.4836,99.8092,100.424,9587301,3.1968,93.7893,94.5071,1.7162,2.6744,2022,11,Nov,4,Monday,-28.2686
2022-11-22,JPM,Finance,100.2525,101.6832,99.5503,100.667,3072077,0.242,93.9886,94.7435,1.7155,2.1329,2022,11,Nov,4,Tuesday,-28.095
2022-11-23,JPM,Finance,102.6161,103.6091,101.7893,102.5788,2740536,1.8991,94.4778,94.9597,1.4335,1.8198,2022,11,Nov,4,Wednesday,-26.7294
2022-11-24,JPM,Finance,102.1644,104.0002,101.1077,101.9963,3040591,-0.5679,95.0234,95.1378,1.3492,2.8925,2022,11,Nov,4,Thursday,-27.1455
2022-11-25,JPM,Finance,104.6229,105.399,103.1471,104.0816,9446442,2.0445,95.7204,95.3805,1.3312,2.2519,2022,11,Nov,4,Friday,-25.656
2022-11-28,JPM,Finance,106.3588,107.3034,105.146,105.9911,11120182,1.8346,96.419,95.6728,1.3191,2.1574,2022,11,Nov,4,Monday,-24.2921
2022-11-29,JPM,Finance,107.6471,108.4552,107.2074,107.8399,3729733,1.7443,97.2724,95.9832,1.2427,1.2478,2022,11,Nov,4,Tuesday,-22.9715
2022-11-30,JPM,Finance,108.8488,109.1036,107.8024,108.0447,5640518,0.1899,98.1207,96.2835,1.2465,1.3012,2022,11,Nov,4,Wednesday,-22.8252
2022-12-01,JPM,Finance,107.5882,108.6011,106.5825,106.8495,3326029,-1.1062,98.8903,96.5775,1.3197,2.0186,2022,12,Dec,4,Thursday,-23.6789
2022-12-02,JPM,Finance,104.6569,105.3779,103.883,104.3485,3222600,-2.3407,99.4327,96.8683,1.4463,1.4949,2022,12,Dec,4,Friday,-25.4654
2022-12-05,JPM,Finance,103.8202,104.3378,103.1425,104.3087,6520195,-0.0381,99.8712,97.0574,1.4,1.1953,2022,12,Dec,4,Monday,-25.4938
2022-12-06,JPM,Finance,106.5808,107.7548,105.8396,107.0584,1931167,2.6361,100.4505,97.3054,1.476,1.9152,2022,12,Dec,4,Tuesday,-23.5297
2022-12-07,JPM,Finance,106.1372,107.5821,105.7292,106.5266,3354160,-0.4967,101.0404,97.5527,1.4636,1.8529,2022,12,Dec,4,Wednesday,-23.9096
2022-12-08,JPM,Finance,108.0587,109.7221,106.8452,107.9804,3808722,1.3647,101.755,97.8249,1.4161,2.8769,2022,12,Dec,4,Thursday,-22.8711
2022-12-09,JPM,Finance,108.704,111.4004,107.6387,109.562,5761244,1.4647,102.5665,98.136,1.4005,3.7617,2022,12,Dec,4,Friday,-21.7414
2022-12-12,JPM,Finance,109.0858,109.1689,107.573,109.0665,3156578,-0.4523,103.3862,98.4327,1.387,1.5959,2022,12,Dec,4,Monday,-22.0954
2022-12-13,JPM,Finance,110.7759,113.3321,110.0303,111.5399,4150914,2.2678,104.2846,98.737,1.4239,3.3018,2022,12,Dec,4,Tuesday,-20.3286
2022-12-14,JPM,Finance,106.7548,107.3759,105.0858,106.058,3036055,-4.9147,104.874,98.9352,1.9279,2.2901,2022,12,Dec,4,Wednesday,-24.2443
2022-12-15,JPM,Finance,104.0831,105.4147,103.5137,103.8853,9237097,-2.0486,105.306,99.1273,2.0134,1.901,2022,12,Dec,4,Thursday,-25.7962
2022-12-16,JPM,Finance,102.0398,103.8174,101.743,102.2994,4404307,-1.5266,105.5553,99.2924,2.0172,2.0744,2022,12,Dec,4,Friday,-26.929
2022-12-19,JPM,Finance,101.5559,103.3093,100.0687,100.9045,8596440,-1.3635,105.5794,99.4439,1.9245,3.2406,2022,12,Dec,4,Monday,-27.9254
2022-12-20,JPM,Finance,101.5926,101.6167,100.8168,101.5116,4909706,0.6017,105.6216,99.5617,1.9282,0.7999,2022,12,Dec,4,Tuesday,-27.4917
2022-12-21,JPM,Finance,102.4237,102.8873,101.6462,102.0426,14665159,0.5231,105.5948,99.6515,1.8831,1.2411,2022,12,Dec,4,Wednesday,-27.1124
2022-12-22,JPM,Finance,102.9871,104.547,101.1296,102.7566,3650086,0.6997,105.6328,99.6539,1.8847,3.4174,2022,12,Dec,4,Thursday,-26.6024
2022-12-23,JPM,Finance,103.1377,105.1098,102.2228,103.8287,4287729,1.0433,105.6201,99.7218,1.8418,2.887,2022,12,Dec,4,Friday,-25.8366
2022-12-26,JPM,Finance,102.4635,103.4619,101.018,102.1829,10734133,-1.5851,105.4297,99.798,1.8216,2.4439,2022,12,Dec,4,Monday,-27.0122
2022-12-27,JPM,Finance,100.2902,101.629,99.8417,100.0974,13945957,-2.0409,105.0426,99.8314,1.8092,1.7873,2022,12,Dec,4,Tuesday,-28.5019
2022-12-28,JPM,Finance,100.8304,101.3659,100.0325,100.8018,4951039,0.7037,104.6805,99.867,1.8209,1.3334,2022,12,Dec,4,Wednesday,-27.9987
2022-12-29,JPM,Finance,99.1752,100.6577,98.8677,99.7521,9069182,-1.0414,104.3256,99.8936,1.8195,1.79,2022,12,Dec,4,Thursday,-28.7485
